,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
25,2018청소년자원봉사학교 운영지원(성인)/수어교실 및 가족교육(오후),천안시자원봉사센터,천안시자원봉사센터,"2018청소년자원봉사학교 운영지원(성인)/수어교실 및 가족교육
일  시  08.02.(목)~08.03.(금) 13:30~16:30(3시간) 
장  소  천안시자원봉사센터(동남구 신촌로 24 1층/신방동홈플러스 주차장출구방향)
인  원  성인 2명
내  용  청소년자원봉사학교 프로그램 운영지원
기  타 
-점심식사 지원x
-모집이 종료되는 경우 현 화면이 보이지 않음, 화면을 캡쳐하거나 사진을 찍어 둘 것.
-활동공지 등 연락을 위해 1365개인정보에 연락 가능한 연락처 기입요망
-활동신청 후 개인사정으로 불참할 경우 미리 전화로 취소
 (☏041-521-2319/☏041-567-8694)",20180716,20180802,20180802 ~ 20180803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,충청남도,천안시,"충청남도 천안시 동남구 신촌로 24(신방동, 천안산업기자재유통단지 1층) 천안시자원봉사센터",36.8188505,127.11514369999999
26,점심 식사 봉사자,전농방과후교실,전농 방과후 교실,"점심 식사 봉사자 선생님을 구합니다.

일시 : 8월 3일 오전 10:00 ~ 오후 14:00 (4시간)
장소 : 전농 방과 후 교실 
",20180802,20180802,20180803 ~ 20180803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,서울특별시,동대문구,서울특별시 동대문구 서울시립대로12길 99 전농감리교회 1층 방과 후 교실,37.5782145,127.05123929999999
27,청주시일시청소년쉼터 하계아웃리치 자원봉사(간호학과),청주시일시청소년쉼터(이동형),"사담계곡, 쌍곡계곡","청주시일시청소년쉼터 하계아웃리치 진행에 있어 의료서비스를 진행하는데 이에 필요한 인력 간호학과 대학생 자원봉사자 모집함. 
문의 010-4654-1388",20180802,20180802,20180803 ~ 20180804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,충청북도,청주시,충청북도 청주시 상당구 상당로26번길 21 3층,36.630733299999996,127.49219369999999
28,식사보조 및 정서지원,화목한주야간보호센터,화목한주야간보호센터 내,"어르신들에게 식사보조 및 정서지원, 프로그램 진행보조 등의 봉사를 제공함으로써 건강한 노년생활을 영위할 수 있도록 돕는다.",20180504,20180803,20180504 ~ 20180803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,충청북도,청주시,충청북도 청주시 흥덕구  서현북로 81 8층 화목한주야간보호센터,36.622767100000004,127.4309585
29,평일 오전 여성 봉사자 모집( 30세 이상),여성장학클럽 홀씨,서울시 서초구 서초대로 40길 77. 서초역 3번출구직진-> 스타벅스커피점골목 직진-> 그린부동산 1층.,"평일 오전 10시에서 오후 2시까지 봉사하실분 모집합니다. 봉사시간은 4시간이며, 성인 여성(30세이상) 봉사자를 원합니다. 봉사 하실곳은 여성 장학 클럽 홀씨 매장이며, 매장 정리정돈과 의류판매, 분리수거 정리가 주업무입니다. 마음이 따뜻하고 친절한 분들 환영합니다. 봉사를 하신후 1365에 최종승인까지는 7일정도의 시간이 소요됩니다. 문의: 010-2619-7145. 김혜영 ( 12시~6시 사이에 문의 바랍니다. 전화연결이 안될경우 문자 남겨주시면 연락드리겠습니다)",20180503,20180803,20180503 ~ 20180803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,서울특별시,서초구,서울특별시 서초구 서초대로40길 77 서초동 1538-1,37.48813010000001,127.00875479999999
30,주거환경 개선 봉사활동,우리행복요양원,우리행복요양원 내,어르신이 계신 생활실 도배와 바닥장판 일부를 교체를 해야 하고 외부에 페이트 작업을 해서 주거 환경을 깨끗하게 해주고 싶습니다. 봉사를 원하시는 분은 사전에 연락을 부탁드립니다. ,20180504,20180803,20180504 ~ 20180803,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,36.723915500000004,127.53539860000001
31,여가프로그램 및 치매프로그램 진행 활동 보조,우리행복요양원,우리행복요양원,"여가 프로그램 및 음악, 종이접기, 한글교육, 기타등 치매프로그램 및 음악치료 프로그램 교육 진행 및 활동보조 봉사활동

- 주말에는 보호자 면회를 하기 때문에 프로그램을 진행하지 않습니다. 

 - 청소년은 해당 없습니다.",20180504,20180803,20180504 ~ 20180803,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,36.723915500000004,127.53539860000001
32,미용 및 목욕 봉사,우리행복요양원,우리행복요양원 내,어르신에게 청결하고 깨끗하며 단정한 모습을 선사 할 수 있는 봉사활동 입니다. 봉사자는 봉사활동 문의를 근무시간(평일 09:00~18:00)에 반드시 연락해주시기 바랍니다. - 고등학생은 미용전공자에 한함 - 성인 기업 단체만 신청가능함.,20180504,20180803,20180504 ~ 20180803,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,36.723915500000004,127.53539860000001
33,어르신 케어 도움 및 시설 환경정리,우리행복요양원,우리행복요양원 내,어르신 케어 도움 일상 생활 보조 역할과 시설 환경정리 입니다. 준비물 : 도시락 및 작업복과 장갑 꼭 준비해주세요. - 고등학생이상부터 신청가능,20180504,20180803,20180504 ~ 20180803,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,36.723915500000004,127.53539860000001
34,나드리(병원) 산책 활동 및 시설 전체 환경업무 보조 활동,우리행복요양원,우리행복요양원 내,나드리(병원) 산책 활동 및 시설 전체 환경업무 보조 활동 봉사 준비물 : 도시락과 작업복 및 장갑은 꼭 지참해주시기 바랍니다. - 고등학생이상부터 신청가능,20180504,20180803,20180504 ~ 20180803,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,36.723915500000004,127.53539860000001
35,농어촌 텃밭 일손돕기 및 시설 전체 환경정리,우리행복요양원,우리행복요양원 내,"
요양원에서 관리하는 텃밭 일손 돕기(잡초제거) 및 시설 전체 환경정리 준비물 : 도시락 및 작업복과 장갑 필히 준비해주시기 바랍니다.",20180504,20180803,20180504 ~ 20180803,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,36.723915500000004,127.53539860000001
36,시설 전체 업무 보조 및 환경정리 업무 관련 봉사,우리행복요양원,우리행복요양원 내,시설 전체 업무 보조 및 환경정리 업무 관련 봉사 입니다. 준비물 : 도시락과 작업복 및 장갑을 꼭 준비해주세요. - 고등학생이상부터 신청가능,20180504,20180803,20180504 ~ 20180803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,37.0214385,127.1992966
37,위문 공연 봉사 활동,우리행복요양원,우리행복요양원 내,"어르신에게 즐거움을 줄수 있는 위문 공연 봉사 입니다. 봉사활동 신청시 사전에 연락바랍니다. 사무실 043-215-9658 연락가능시간 09:00~18:00 - 고등학생은 단체만 가능함. 


",20180504,20180803,20180504 ~ 20180803,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,충청북도,청주시,충청북도 청주시 청원구 내수읍 충청대로 436-43 노인의료복지시설 우리행복요양원,36.723915500000004,127.53539860000001
38,경로식당 무료급식봉사,현양노인복지센터,현양노인복지센터 경로식당,"-현양노인복지센터 경로식당 조리보조 및 배식 정기, 비정기 봉사자를 모집합니다. 
-날짜 : 매주 월 ~금 시간 : 09:00~13:00 4시간.
- 내용 : 경로식당 무료급식 조리보조 및 배식 봉사활동. 
-활동장소 : 현양노인복지센터 경로식당 
-문의 : 043)266-0957 봉사활동 신청 후 담당자에게 연락 바랍니다.",20180504,20180803,20180508 ~ 20180807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,충청북도,청주시,충청북도 청주시 흥덕구 1순환로 392 신봉동,36.656098799999995,127.4719749
39,미소주간보호센터 미술활동프로그램 진행 자원봉사자 모집,대구시동구자원봉사센터,대구광역시 동구 용계동 420-1번지 농협 2층 미소주간보호센터 생활실,"* 활동내용 : 다양한 미술활동 프로그램 진행 할 수 있는 분
* 활동일시 : 매주 수, 금 2시간정도 (시간이나 날짜 조정가능)
* 활동장소 : 대구광역시 동구 용계동 420-1번지 농협 2층 미소주간보호센터 생활실
* 모집대상 : 미술프로그램 진행해주실 분 , (재료는 센터내에서 적정선 기준으로 준비가 가능) 
* 모집인원 : 5명 (조정가능)
* 기타사항 : 전화주시면 언제든지 봉사문의 가능합니다.
* 활동문의 : 053-985-5757  담당 이예진 ",20180601,20180803,20180604 ~ 20180806,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,대구광역시,동구,대구광역시 동구 용계동 420-1번지 농협 2층 미소주간보호센터,35.875093,128.634501
40,소망노인전문병원 이미용 /목욕 정기상시 봉사자 도움이 필요합니다.,소망노인전문병원,병원내,"정기이미용 자원봉사자 및 상시 이미용 자원봉사자 모집힙니다.
정기목욕자원봉사자 및 상시목욕자원봉사자 모집합니다.
어르신들의 생활에 편의를 위해 청결함을 유지 할수 있도록 목욕봉사자를 모집합니다. 
정기적인 봉사와 상시봉사자분들 도움이 필요합니다. 담당자 - 010-4160-7068

*모집 분야 :헤어컷트 /목욕 /손마사지
*시간조정가능 합니다.

조금만 관심 가져 주시고 재능기부 부탁 드립니다.
",20180604,20180803,20180604 ~ 20180804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,경상남도,창원시,경상남도 창원시 마산합포구 무학로 402 (자산동29-20번지),35.1996179,128.5591851
41,탈북청소년 대안학교 교육봉사 모집합니다.,사단법인두리하나,두리하나학교교내,일시 : 평일.주말(시간은 협의후 가능한시간) 대상 : 초중고학생 장소 : 두리하나국제학교 내용 : 검정고시공부 기타 : 방과후학습지도 교육봉사 6개월이상 가능하신분을 모집합니다. 전화상담후 봉사활동이 배치됩니다. 이점 양해부탁드립니다. 담당자 이경희 532-2513 1회성이 아니라 오랜기간 하실수있는분 연락주세요 ,20180504,20180803,20180504 ~ 20180803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,서초구,서울특별시 서초구  방배중앙로 134 2층,37.491017,126.98711499999999
42,탈북청소년 식당봉사 또는 환경미화봉사 모집합니다.,사단법인두리하나,두리하나교내,일시 : 평일. 주말(시간은 협의후 가능한시간) 장소 : 사단법인두리하나 건물과 지하식당 내용 : 식자재 직접준비해오셔서 식사준비(점심.저녁식사) 또는 식사준비와 배식. 설겆이봉사(점심.저녁식사) 기타 : 식당봉사와 건물내 환경미화 또는 기숙사 환경미화  ,20180504,20180803,20180504 ~ 20180803,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,서울특별시,서초구,서울특별시 서초구  방배중앙로 134 2층,37.4910139,126.98723580000001
43,장애형제·비장애형제 관계 향상 프로젝트 '동행' 자원봉사자 모집,강서장애인가족지원센터,경기 양평 수미마을,"
-일시: 2018.08.18(토)
-장소: 양평수미마을 메기축제
-행사 참여대상자 : 발달장애 형제 및 비장애형제 총 30명
-봉사 업무 : 장애형제 인솔 및 케어
-봉사자 모집 기간 : 2018.07.23~2018.08.03 (사전 접수 가능, 선착순 마감)
-모집인원 : 10명(18세 이상, 사전 교육 있음)
-기타 : 식사제공 및 자원봉사 시간 부여
-문의: 강서장애인가족지원센터 서하나(02-6956-1991~2)

* 기관 사정에 따라 모집 기간 및 인원, 봉사 업무, 사전교육 여부 등의 변경이 있을 수 있음
",20180618,20180803,20180818 ~ 20180818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,서울특별시,강서구,서울특별시 강서구 발산로 40 관리동 4층 7호,37.554224100000006,126.822061
44,[서울창의마을] 여름방학캠프 보조교사,서울창의마을풍납캠프,서울창의마을풍납캠프,"서울창의마을 풍납캠프에서는 저소득층 초,중등학생을 대상으로 여름방학특별캠프를 운영합니다.
원활한 프로그램 진행을 위해 보조활동을 진행해주실 대학생 자원봉사자를 모집합니다.
- 일시 : 1차 (모집 마감)
            2차 2018년 08월 01일(수)~2018년 08월 03일(월) 09시~18시
            3차 2018년 08월 08일(수)~2018년 08월 13일(월) 09시~18시
* 각 차수별 6일 모두 참여 가능한분 우선 선정하며, 최소 3일연속 참여 가능하신분을 희망합니다. 
- 장소 : 서울창의마을 풍납캠프 (구.풍납영어마을) 
- 내용 : 학생안전관리, 중식지도, 프로그램진행강사 보조등 
- 기타 : **첨부된 자원봉사 신청서를 제출**해야하며, 신청서 접수 순서에 따라 부득이하게 참여가 어려울수 있는 점 양해부탁드립니다. 참여여부는 7월 23일 오후에 문자 연락 드립니다.
* 프로그램 운영 특성상 부득이하게 대학생(20~29세) 사이만 참여가 가능합니다. 이점 정중히 양해부탁드립니다.
* 필요시 사전 인터뷰가 진행될수있습니다. ",20180619,20180803,20180725 ~ 20180813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,송파구,서울특별시 송파구 풍성로14길 45 ,37.53219,127.1134196
