,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
30,문화가 있는날 행사진행 보조,서귀포문화원,문화가있는날 행사지역 7월 외돌개 8월~10월 자구리공원,7월 25일 외돌개 16시제주 전통무용 민요 공연 및 해녀 물허벅 체험 진행8월 29일 18시 자구리 공원빙떡 시식 및 체험9월 29일 18시 자구리 공원집줄놓기 체험10월 30일 18시 자구리 공원집줄놓기 체험행사 진행 보조 및 홍보,20180725,20180727,20180725 ~ 20181031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Jeju-do,Seogwipo,"791 Seohong-dong, Seogwipo, Jeju-do, South Korea",33.239072,126.544592
31,제주문화원 봉사공연,제주문화원,다올요양원,제주문화원 국악봉사단 봉사공연일시: 7월 28일장소: 다올요양원내용: 국악 민요 공연 등,20180725,20180727,20180728 ~ 20180728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jeju-do,Cheju,"1262 Samdo 2(i)-dong, Cheju, Jeju-do, South Korea",33.5181503,126.5240043
32,2018 어린이.청소년체능캠프 자원봉사모집,(사)동래구체육회,경주,아이들 인솔 사진찍기 응급처치 등.,20180725,20180727,20180726 ~ 20180727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Gyeongsangbuk-do,Gyeongju-si,"Gyeongju-si, Gyeongsangbuk-do, South Korea",35.8561719,129.2247477
33,도봉구 문화재(무수골 조선시대 왕족묘길) 주변 환경정리,도봉문화원,도봉구 문화재 주변,"도봉구 역사문화탐방 ""2018.토요탐방 도봉기행"" 참가자 모집7월 28일 - 2길 : 무수골 조선시대 왕족묘길도봉산 목공체험장 앞(집결)-유희경 이매창 시비-도봉사-전주이씨 영해군 파 묘역-무수골 느티나무앞(해산)토요일마다 문화관광해설사와 함께 도봉구 곳곳에 숨어 있는 문화재를 찾아 다닙니다.(자세한 코스 안내 ↓↓↓)http://www.dobong.or.kr/contents/?ca_id=4020- 도봉구 문화재 주변 환경정리* 봉사 신청 후 도봉문화원 사무실로 전화해 주시기 바랍니다.TEL : 02) 905 - 4026",20180725,20180727,20180728 ~ 20180728,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
34,문화 놀이터,윈바신갈지역아동센터,윈바신갈지역아동센터,'소외계층 자녀의 문화감수성 증진과 원활한 커뮤니케이션 형성에 기여하고 봉사자 또한 상호 존중과 이해를 배운다.' 라는 목표를 바탕으로 아이들을 도와줄 수 있는 일을 한다.,20180725,20180727,20180728 ~ 20180728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Gyeonggi-do,Yongin-si,"52-19 Singal-dong, Giheung-gu, Yongin-si, Gyeonggi-do, South Korea",37.2731841,127.1077707
35,네번째 강릉문화재야행 서포터즈,강원강릉문화원,강원도 강릉 강릉대도호부관아 명주동 서부시장 일원,<네번째 강릉문화재야행 서포터즈 모집>※2018 네번째 강릉문화재야행 서포터즈는 강릉문화원에서 오프라인 접수 완료한 건입니다.따라서 강릉문화원에서 서포터즈 선발 완료 안내 받으신 분만 신청바라며그 외 인원은 봉사활동 신청이 불가하니 양해부탁드립니다.1. 활동기간 : 8. 3(금) ~ 8. 4(토) 15:00 ~ 23:002. 활동장소 : 강릉대도호부관아 명주동 서부시장 일원3. 모집인원 : 00명4. 지원대상- 강릉시 문화행사에 관심 있는 분이면 누구나 지원가능- 행사기간 내 자원봉사활동이 가능한 분5. 활동혜택- 위촉장 활동복 제공- 행사기간 내 간식 및 석식 제공- 자원봉사시간 인정6. 활동내용- 강릉 문화재 야행 공연 및 스탬프 체험 운영지원- 강릉 문화재 야행 공연안내 및 공연장 관리7.기타사항 : 위촉식 및 행사장 관리에 따른 사전교육 진행,20180720,20180804,20180803 ~ 20180804,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Gangwon-do,Gangneung,"29 Yonggang-dong, Gangneung, Gangwon-do, South Korea",37.7550476,128.8907504
36,제5회 명주인형극제 서포터즈,강원강릉문화원,명주예술마당 작은공연장 단 강릉대도호부 관아,<제5회 명주인형극제 서포터즈 모집>※2018 제5회 명주인형극제 서포터즈는 강릉문화원에서 오프라인 접수 완료한 건입니다.따라서 강릉문화원에서 서포터즈 선발 완료 안내 받으신 분만 신청바라며그 외 인원은 봉사활동이 불가하니 양해부탁드립니다.1. 활동기간 : 8. 9(목) ~ 8. 12(일) 09:00 ~ 18:002. 활동장소 : 명주예술마당/작은공연장 단/강릉대도호부관아3. 모집인원 : 00명4. 지원대상- 강릉시 문화행사에 관심 있는 분이면 누구나 지원가능- 행사기간 내 자원봉사활동이 가능한 분5. 활동혜택- 위촉장 활동복 제공- 행사기간 내 간식 및 중식 제공- 자원봉사시간 인정- 명주인형극제 공연관람권 총2매 제공 (※ 2일 이상참여자에 한함)6. 활동내용- 인형극제 공연 및 체험프로그램 운영지원- 인형극제 관람객 입장 관리7. 기타사항 : 위촉식 및 행사장 관리에 따른 사전교육 진행,20180720,20180804,20180808 ~ 20180812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Gangwon-do,Gangneung,"1785 Gyo 1(il)-dong, Gangneung, Gangwon-do, South Korea",37.7588802,128.8740575
37,"2018 청춘열전 '흥' 페스티벌 청춘흥신소 ""흥블리"" 자원봉사 모집 공고",(사)노름마치예술단,홍대 걷고싶은거리,"2018 청춘열전 '흥' 페스티벌 청춘흥신소 ""흥블리"" 자원봉사 모집 공고담아두면 한이요 풀어내면 흥이라 !2018 청춘열전 ‘흥’ 페스티벌 청춘흥신소에서 흥 넘치는 ""흥블리"" 들을 모집합니다!만 18세 이상 누구나 지원가능!!9월 8일 9일 총 24시간의 봉사시간 및 각종 공연티켓 초대권 할인권이 주어지는 흥블리 특혜!!지금당장 신청하기 ㄲ!!!!신청서는 다운받기 > www.youthmanpan.com",20180720,20180804,20180908 ~ 20180909,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Mapo-gu,"348-66 Seogyo-dong, Mapo-gu, Seoul, South Korea",37.5555188,126.9237663
38,문화 놀이터,윈바신갈지역아동센터,윈바신갈지역아동센터,'소외계층 자녀의 문화감수성 증진과 원활한 커뮤니케이션 형성에 기여하고 봉사자 또한 상호 존중과 이해를 배운다.' 라는 목표를 바탕으로 아이들을 도와줄 수 있는 일을 한다.,20180720,20180804,20180721 ~ 20180721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Gyeonggi-do,Yongin-si,"52-19 Singal-dong, Giheung-gu, Yongin-si, Gyeonggi-do, South Korea",37.2731841,127.1077707
39,야외물놀이장 체육활동 및 봉사활동,군산시체육회,군산문화원 뒤 야외물놀이장(나운작은도서관뒤),* 어린이 야외 물놀이장 체육활동지원* 물놀이장 운영지원보조 및 환경 정화 활동,20180720,20180804,20180728 ~ 20180826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Jeollabuk-do,Gunsan-si,"Naun-dong, Gunsan-si, Jeollabuk-do, South Korea",35.9643539,126.6935863
40,강진아트홀 공연 전시 문화교육 프로그램 지원,강진군아트홀,강진아트홀과 강진지역 문화 예술 기관,강진아트홀 공연 전시 문화예술교육 프로그램 지원강진지역 문화예술기관 프로그램 지원강진지역 축제 지원,20180720,20180804,20180720 ~ 20181231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Jeollanam-do,Gangjin,"9 Yeongnang-ro 1-gil, Gangjin-eup, Gangjin, Jeollanam-do, South Korea",34.6381615,126.7704272
41,삼성 꿈 장학재단과 함께하는 행복나눔 기흥꾸러기 축구 페스티발,용인레이번스축구단,영덕레스피아,"삼성꿈장학재단과 기흥구청이 후원하고 기흥구축구협회 프리미어스킬스지도자협의회 유토피아fc 레이번스축구단심판협의회 기흥꾸러기학부모회가 협력하여 흥덕 초당 청덕 지역아동센타 학생들과 흥덕동 학생들이 축구를 통해 ""축구를 통한 사회적통합""을 이루는 발판을 만들고자 합니다.나눌수 있는 것을 서로 나누면 사회적 약자가 행복 할 수 있을겁니다.나누면 행복해 집니다.....연락처) 010-3773-9411",20180720,20180804,20180721 ~ 20180721,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Yeongdeok-dong,Giheung-gu,"South Korea, Gyeonggi-do, Yongin-si, Giheung-gu, Yeongdeok-dong, 733-1 영덕레스피아",37.2722668,127.0674691
42,문화품앗e 서포터즈 활동,해피홈보육원,해피홈보육원,문화체육활동,20180719,20180724,20180717 ~ 20180814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Incheon,Bupyeong-gu,"675-2 Bupyeong 2(i)-dong, Bupyeong-gu, Incheon, South Korea",37.485688,126.719864
43,풍물 민요 기악 공연 봉사자 모집합니다. - 2018 전도학생 민속예술 공연행사,제주도연합회,제주시민회관,-대상: 초 중 고등학생 풍물 민요 기악공연 참가봉사자를 모집합니다.-풍물 20분이내-민요 10분이내,20180719,20180724,20180809 ~ 20180809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeju-do,Cheju,"26 Gojeon-gil, Ido 1(il)-dong, Cheju, Jeju-do, South Korea",33.5084342,126.5254525
44,2018 프리테니스와 함께하는 청소년사랑더하기 프로그램 봉사자 모집 <한국프리테니스협회 트레이닝센터>,사단법인 한국프리테니스협회,서울시 강서구 강서로5길 50 곰달래문화복지센터 203호 <한국프리테니스협회 트레이닝센터>,- 2018 프리테니스와 함께하는 청소년사랑더하기 프로그램 봉사자 모집 <한국프리테니스협회 트레이닝센터>- 후원 : 재단법인 데상트스포츠재단- 지원 : 사랑의열매 사회복지공동모금회- 주관 : 사)한국프리테니스협회- 일시: 2018년 7월 24일 ~ 8월 16일까지 <총8회차><7월 24일  26일  31일  8월 2일  7일  9일  14일  16일 총 8회 수업>- 시간: 오후 14:00 - 16:00- 장소: 서울 강서구 강서로5길 50 곰달래문화복,20180719,20180724,20180724 ~ 20180726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Gangseo-ro,Gangseo-gu,"South Korea, Seoul, Gangseo-gu, Gangseo-ro, 구강 서 5 길 50 번지",37.5290053,126.848921
45,서천문화원 문화가 있는 날 '서천애 문화힐링 콘서트' 행사촬영 봉사자 모집,서천문화원,서천군 봄의 마을 광장,"<자원봉사자 모집>ㅇ봉사기간: 2018.07.28.(토)~2018.07.28.(토) 18시30분 ~20시30분(2시간)ㅇ봉사장소: 서천 봄의 마을 광장ㅇ봉사과업: 행사 촬영ㅇ주최/주관: 문화체육관광부/한국문화원연합회·서천문화원ㅇ문의"" 서천문화원 사무국 041-953-0123",20180717,20180724,20180725 ~ 20180725,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Chungcheongnam-do,Seocheon,"642-78 Gunsa-ri, Seocheon-eup, Seocheon, Chungcheongnam-do, South Korea",36.0760718,126.6912043
46,액션보부상 1기 모집,문화가 있는 날 예산군 축제 추진위원,홍예공원(예산),액션보부상이란?충청남도 예산의 보부상을 테마로 한 행사의 내포보부상촌 밤마실문화 저잣거리를 이끄는 자원활동가를 지칭하는 이름으로 주체적으로 행사 기획에 참여해 자신이 갖고 있는 끼와 열정을 맘껏 발산할 수 있는 군민 보부상입니다.지원자격충효예를 알고 성실한 매력둥이들이색적이고 전통적인 행사를 기획하고 싶은 예비 축제기획가 열정과 끼 충만한 지역의 보부상들!모집분야운영팀 : 운영지원 (무대 및 행사지원)기획팀 : 프로그램 매니저 (전통프로그램 아트마켓 프로그램 관련)선발일정신청기간 : 2018년 7월 17일~24일 까지발 표 : 2018년 7월 25일참여혜택인증서 발급봉사활동시간 제공활동기간 중 식사 제공(1식)신청방법내포보부상촌밤마실문화저잣거리 블로그(blog.naver.com/yesanculture)지원서 파일을 첨부하여 이메일로 신청이메일:yesanculture@naver.com문의내포보부상촌 밤마실문화 저잣거리 사무국Tel : 070-4200-1685이메일:yesanculture@naver.com,20180717,20180724,20180728 ~ 20180728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Singyeong-ri,Hongbuk-myeon,"South Korea, Chungcheongnam-do, Hongseong, Hongbuk-myeon, Singyeong-ri, 460-26 홍예공원",36.6572026,126.6670698
47,도봉구 문화재(한글역사문화길) 주변 환경정리,도봉문화원,도봉구 문화재 주변,"도봉구 역사문화탐방 ""2018.토요탐방 도봉기행"" 참가자 모집7월 21일 - 1길 : 한글역사문화길방학동 원당샘 은행나무(집결) - 연산군묘 - 김수영 문학관 - 양효공 안맹담과 정의공주묘역 - 충정공목서흠묘역 - 간송옛집(해산)토요일마다 문화관광해설사와 함께 도봉구 곳곳에 숨어 있는 문화재를 찾아 다닙니다.(자세한 코스 안내 ↓↓↓)http://www.dobong.or.kr/contents/?ca_id=4020- 도봉구 문화재 주변 환경정리* 봉사 신청 후 도봉문화원 사무실로 전화해 주시기 바랍니다.TEL : 02) 905 - 4026",20180717,20180724,20180721 ~ 20180721,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
48,문화품앗e 1365연계2,디지탈쉽,문화품앗e,문화품앗e 1365연계2,20180717,20180724,20180714 ~ 20180715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seoul,Gangnam-gu,"South Korea, 논현동 132-3번지 5층 강남구 서울특별시 KR",37.5122399,127.0293134
49,문화품앗e 1365연계,디지탈쉽,문화품앗e,문화품앗e 1365연계,20180717,20180724,20180715 ~ 20180715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seoul,Gangnam-gu,"South Korea, 논현동 132-3번지 5층 강남구 서울특별시 KR",37.5122399,127.0293134
50,동아리 공연 활동,추억극장 미림,(주) 추억극장 미림,각종 문화예술 무료 공연,20180717,20180724,20180714 ~ 20181231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Incheon,Dong-gu,"31 Hwadojin-ro, Songhyeon 1(il).2(i)-dong, Dong-gu, Incheon, South Korea",37.4754403,126.6342877
51,2018 꿈이자람 교실 프리테니스 운영지원 봉사자 모집,사단법인 한국프리테니스협회,서울시 강서구 강서로5길 50 곰달래문화복지센터 (사)한국프리테니스협회 203호,* 2018 꿈이자람 교실 프리테니스 운영지원 봉사자 모집 *주최 : 신정초등학교 학부모회후원 : 곰달래도서관  신정초등학교  강서구 다문화 가족지원센터지원 : 사)한국프리테니스협회봉사기간 : 2018년 7월 18일 (수) ~ 7월 18일 (수) 09:00 ~ 12:00 <수요일>장소 : 서울시 강서구 강서로5길 50 곰달래복지센터 한국프리테니스협회 203호모집 기간 : 7월 12일 ~ 7월 18일모집 대상 : 청소년  성인 <프리테니스에 관심있는 아이도 좋습니다>봉사 시간 7월 18일까지 일시간 파트별로 신청 가능(EX : 18일 1~3파트 신청합니다  18일 23파트 신청 합니다)09 : 00 ~ 10 : 00 <1파트>10 : 00 ~ 11 : 00 <2파트>11 : 00 ~ 12 : 00 <3파트>봉사 업무 내용 : 프리테니스 운영 지원 및 사진 촬영  프리테니스 시범문의사항 TEL : 02-2646-8808,20180717,20180724,20180718 ~ 20180718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Gangseo-ro,Gangseo-gu,"South Korea, Seoul, Gangseo-gu, Gangseo-ro, 구강 서 5 길 50 번지",37.5290053,126.848921
52,제14회 순천시생활체육대축전 대회진행요원(입장식 보조 및 진행보조) 자원봉사자 모집,순천시체육회,순천시팔마체육관,1.식전행사 입장진행 보조2.개회식 진행 보조3.행사보조 및 식후 주변정리4.각 경기장 정리,20180717,20180724,20180721 ~ 20180722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Jeollanam-do,Suncheon,"215 Yeonhyang-dong, Suncheon, Jeollanam-do, South Korea",34.940055,127.5190715
53,도봉구 문화재(평화문화진지길) 주변 환경정리,도봉문화원,도봉구 문화재 주변,"도봉구 역사문화탐방 ""2018.토요탐방 도봉기행"" 참가자 모집7월 14일 - 6길 : 분단의 아픔 평화문화진지길도봉산역 7호선 2번출구 창포원 입구(집결) - 평화문화진지 - 다락원 터 - 김수영 본가(해산)토요일마다 문화관광해설사와 함께 도봉구 곳곳에 숨어 있는 문화재를 찾아 다닙니다.(자세한 코스 안내 ↓↓↓)http://www.dobong.or.kr/contents/?ca_id=4020- 도봉구 문화재 주변 환경정리TEL : 02) 905 - 4026",20180709,20180713,20180714 ~ 20180714,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
54,"2018 ""성북문화원과 함께하는 문화가 있는 날"" 자원봉사 모집",성북문화원,성북천 분수마루,역사·문화·예술의 도시 성북구에서 ‘문화가 있는 날’을 맞이하여 “그날이 오다-독립 그리고 평화의 날” 행사를 개최합니다.지역의 역사와 인물 문화를 돌아보고 일상 속 문화 향유를 함께 할 수 있는 행사입니다.행사 진행 및 관람객 안내를 위한 자원봉사자를 모집하고 있으니 관심 있는 분들의 많은 지원 바랍니다.<자원봉사자 모집>ㅇ봉사기간: 2018.07.28.(토)~2018.07.28.(토) 16시~21시(5시간)ㅇ봉사분야: 축제행사ㅇ모집기간: 2018.07.09.(월)~ 2018.07.23.(월)ㅇ모집대상: 대학생 및 성인ㅇ모집인원: 10명ㅇ모집기관: 성북문화원ㅇ문의전화: 02-765-1611ㅇ봉사장소: 성북천 분수마루(한성대입구역 2번출구 서울특별시 성북구 동소문동 2가)ㅇ봉사과업: 행사 안내 및 진행 지원ㅇ주최/주관: 문화체육관광부/한국문화원연합회·성북문화원,20180709,20180713,20180728 ~ 20180728,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Seoul,Seongbuk-gu,"1 Dongsomundong 1(il)-ga, Seongbuk-gu, Seoul, South Korea",37.5896714,127.0057439
55,[뮤지엄김치간] 김치스토리텔러(자원봉사) 5기 모집,뮤지엄김치간,뮤지엄김치간,뮤지엄김치간김치스토리텔러 5기 자원봉사 모집 안내뮤지엄김치간에서 관람객에게 우리나라의 김치문화를 널리 알리고박물관 운영에 도움주실 자원봉사자를 모집합니다.(*여름 방학을 맞이해 중/고/대학생 성인 뮤지엄김치간 김치스토리텔러 5기 모집확대)해당분야에 관심이 있으시고 봉사정신이 있으신 분들의 많은 지원 부탁드립니다.1. 모집 인원 : 00명2. 활동 대상 : 중/고/대학생 성인 누구나첫째 나는 한국의 식문화를 사랑한다.둘째 외국인들에게 자랑스러운 한국의 대표 음식 ‘김치’를 소개하고 싶다.셋째 김치 없인 밥을 먹을 수 없고 김치에 대해 좀 더 자세히 알고 싶다.등등 이런 분들 모두!3. 활동 내용 : 내？외국인 대상 투어(한국어/영어/중국어/일본어) 체험 프로그램 진행 보조 외부 홍보활동 (※ 활동 요일과 시간은 협의 후 조정가능)4. 활동 시간 :　10시 ~ 16시(봉사 시간 및 날짜는 협의 가능 / 1일 봉사시간은 최대 4시간으로 조정)5. 접수 : 2018. 07. 06(목) ~ 07. 19(목) *기간 내 상시 모집6. 접수방법 : 문화품앗e 사이트 가입 후 <김치스토리텔러 5기 모집> 검색! 그리고 신청http://csv.culture.go.kr/frt/main.do7. 수시발표 및 개별연락8. 사전교육(필수) : 봉사대상자에 한해 추후 공지(※ 박물관 전시해설 관련 교육으로 불참 시 활동 불가)9. 운영세부사항① 활동일정 : 2018. 07월 20일(금)~ 2018. 08월 31일(금)※ 사전교육 : 봉사대상자에 한해 추후 공지② 박물관 상설？기획전시 해설 및 안내로 ‘김치와 김장문화’를 방문객 대상으로 설명해주는김치 스토리텔러 역할 맡아 진행③ 뮤지엄김치간은 Kimchi Field museum으로 어린이부터 성인까지 내외국인에게 체험을통해 김치를 더 깊이 알아가도록 함. 이에 체험 프로그램 진행을 보조하며 김치를 바르게 만들고 우수성을 알리는 역할 맡아 진행④ 뮤지엄김치간은 국내외 다양한 매체에 소개되어 사회공헌활동으로 다양한 역할을 수행하고 있음. 박물관 홍보역할을 함께할 수 있는 활동 진행.10. 활동혜택① 박물관 무료 입장 및 박물관 초대권 증정② 문화품앗e를 통한 신청은 해당 사이트를 통해 활동내역서 본인확인③ 내부 평가를 통한 우수자원봉사자 선발 및 표창(선발기준은 내부지표에 준함)④ 박물관·미술관 학예사 자격증 및 경력인정 대상기관으로 자체 확인서 발급⑤ 방학기간 특별 최종 선발자대상 문화상품권 2만원권 증정,20180709,20180713,20180720 ~ 20180831,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Seoul,Jongno-gu,"35-4 Insadong-gil, Gwanhun-dong, Jongno-gu, Seoul, South Korea",37.573575,126.984875
